host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,popularity,host_is_local,host_years,review_years_range
3,1.0,1.0,0,9,1,1,0,4,1.0,2.0,980.0,2,1125,1,0,0,0,0,4.76,4.84,4.89,4.84,4.89,4.68,4.76,1,0.68,3,1,5,4.27
3,1.0,0.53,1,93,1,1,0,3,1.0,1.0,999.0,1,365,1,30,60,90,90,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.02,1,1,9,0.0
3,1.0,1.0,1,1,1,1,2,4,1.0,2.0,1270.0,2,15,1,17,32,62,337,5.0,5.0,5.0,5.0,5.0,4.75,4.92,0,0.24,0,1,8,4.15
3,1.0,0.9,0,1,1,1,1,2,1.0,1.0,1201.0,1,30,1,0,0,0,0,4.51,4.62,4.56,4.73,4.72,4.14,4.63,0,2.73,3,1,7,4.11
2,1.0,0.5,0,16,1,1,2,4,1.0,4.0,2200.0,1,365,1,0,24,54,329,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0,0.02,1,1,7,0.0
3,1.0,0.99,1,36,1,1,0,2,1.0,1.0,2058.0,1,1125,1,0,3,33,308,4.47,4.53,4.41,4.71,4.59,4.59,4.35,0,0.32,0,0,8,3.65
3,0.99,1.0,0,6,1,1,2,3,1.0,2.0,1084.0,1,365,1,25,55,85,360,4.41,4.44,4.49,4.71,4.65,4.24,4.44,1,1.74,3,1,4,3.94
3,1.0,1.0,1,12,1,1,0,2,1.0,1.0,2027.0,30,60,1,0,20,37,37,4.94,5.0,5.0,4.89,5.0,4.83,4.89,0,0.36,0,1,8,3.97
3,1.0,1.0,0,13,1,1,0,2,1.0,2.0,939.0,3,1125,1,1,1,21,111,4.64,4.73,4.57,4.86,4.77,4.7,4.66,1,0.84,3,1,9,4.18
3,0.99,1.0,0,6,1,1,2,2,1.0,1.0,913.0,1,365,1,30,60,90,365,4.29,4.36,4.39,4.67,4.61,4.05,4.42,1,1.29,3,1,4,4.15
3,1.0,1.0,0,1,1,1,0,5,1.0,2.0,1508.0,2,1125,1,5,16,46,137,4.86,4.84,4.81,4.93,4.94,4.82,4.87,1,2.0,3,1,8,4.01
0,0.0,1.0,0,2,1,1,0,4,1.0,2.0,2450.0,1,31,1,30,60,90,365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.08,1,0,4,0.0
2,1.0,1.0,0,7,1,1,0,4,1.0,3.0,1250.0,3,60,1,28,58,88,178,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.06,1,1,8,3.59
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,2620.0,3,180,1,0,0,0,0,4.49,4.28,4.53,4.4,4.57,4.51,4.4,1,0.89,3,1,5,4.08
3,1.0,1.0,1,1,1,1,0,7,2.0,3.0,2620.0,1,30,1,20,50,80,170,4.88,4.91,4.81,4.91,4.94,4.76,4.84,0,1.75,3,1,4,4.22
2,1.0,0.96,0,4,1,1,0,3,1.0,2.0,974.0,5,60,1,7,24,54,235,4.64,4.72,4.54,4.79,4.72,4.67,4.61,1,1.3,3,1,4,4.22
2,0.96,0.93,0,26,1,1,2,2,1.0,1.0,350.0,10,365,1,10,36,66,67,4.5,4.42,4.17,4.5,4.67,4.75,4.58,0,0.23,0,1,8,3.82
2,1.0,0.9,1,39,1,1,0,4,1.0,2.0,1900.0,5,730,1,0,21,51,231,5.0,5.0,4.94,5.0,4.88,4.63,4.88,0,0.33,0,1,9,3.83
3,1.0,1.0,0,444,1,1,0,3,2.0,2.0,5714.0,2,180,1,17,47,77,352,4.86,4.84,4.92,4.62,4.92,4.75,4.84,1,1.96,3,1,5,3.95
2,1.0,1.0,0,3,1,1,2,2,1.0,1.0,1750.0,1,30,1,19,41,71,251,5.0,5.0,5.0,5.0,5.0,4.75,5.0,1,0.08,2,1,5,2.83
3,1.0,0.99,0,10,1,1,2,2,1.0,2.0,790.0,10,1125,1,0,2,28,203,4.7,4.8,4.77,4.77,4.82,4.61,4.75,1,2.1,3,1,8,4.19
3,1.0,0.99,1,2,1,1,2,4,1.0,2.0,1001.0,1,100,1,13,39,65,245,4.93,4.9,4.93,4.93,4.98,4.75,4.9,0,0.77,3,1,8,4.24
3,1.0,1.0,0,64,1,1,0,10,3.0,5.0,2726.0,1,1125,1,2,3,6,212,4.51,4.51,4.51,4.59,4.7,4.04,4.58,1,4.25,3,1,11,4.22
3,1.0,1.0,0,262,1,1,0,2,1.0,1.0,2606.0,1,180,1,27,57,87,362,4.69,4.77,4.85,4.88,4.85,4.85,4.77,1,0.5,0,0,8,3.23
3,0.89,1.0,0,11,1,1,2,2,1.0,1.0,678.0,1,1125,1,0,0,24,299,4.84,4.87,4.81,4.97,4.94,4.42,4.81,1,0.61,0,0,4,0.36
3,1.0,0.97,0,207,1,1,0,6,2.0,2.0,2396.0,30,1125,1,30,60,90,169,3.6,3.73,3.8,3.73,3.67,4.13,3.73,1,0.29,0,1,7,3.81
3,1.0,1.0,0,444,1,1,0,4,2.0,2.0,1663.0,28,180,1,21,44,74,349,4.93,4.87,5.0,4.67,4.93,4.53,4.87,1,0.3,0,1,5,0.36
3,1.0,1.0,0,14,1,1,1,3,1.0,2.0,929.0,1,1125,1,20,46,76,351,4.78,4.68,4.85,4.85,4.68,4.34,4.71,1,0.84,3,1,5,4.0
3,1.0,0.99,0,73,1,1,0,2,1.0,1.0,800.0,30,1125,1,9,12,42,139,4.8,4.84,4.82,4.7,4.78,4.62,4.74,0,1.43,3,1,10,4.18
3,0.98,1.0,0,33,1,1,0,4,1.0,2.0,1432.0,3,1000,1,13,24,51,326,4.53,4.57,4.41,4.61,4.6,4.7,4.61,1,1.35,3,1,5,4.16
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2943.0,3,180,1,29,59,89,364,4.65,4.67,4.85,4.48,4.65,4.65,4.62,1,1.15,3,1,5,4.02
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,2620.0,3,180,1,26,56,86,361,4.64,4.64,4.82,4.46,4.74,4.67,4.67,1,0.75,3,1,5,4.13
3,1.0,1.0,0,3,1,1,3,8,2.0,8.0,380.0,1,1125,1,25,55,85,360,4.6,4.2,4.0,4.2,4.2,4.0,4.0,1,0.1,2,1,9,3.56
3,1.0,1.0,1,5,1,1,0,4,2.0,2.0,2786.0,1,1125,1,11,41,71,346,4.88,4.82,4.82,4.82,4.94,4.71,4.82,1,0.33,0,1,5,4.09
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,875.0,28,180,1,28,58,88,363,4.69,4.77,4.77,4.31,4.62,4.54,4.85,1,0.25,0,1,5,0.26
3,1.0,1.0,0,432,1,1,0,2,1.0,1.0,1500.0,21,1125,1,3,30,60,149,4.57,4.71,4.71,5.0,4.71,4.57,4.57,1,0.14,2,0,6,2.92
3,1.0,0.92,1,2,1,1,0,2,1.0,2.0,970.0,25,45,1,3,33,63,153,5.0,5.0,4.83,5.0,5.0,4.83,5.0,0,0.39,2,1,7,1.16
3,1.0,0.97,0,207,1,1,0,6,1.0,2.0,2771.0,5,1125,1,24,54,84,331,4.21,4.37,4.32,4.37,4.26,4.63,4.26,1,0.37,0,1,7,3.87
3,1.0,1.0,1,98,1,1,0,16,3.0,9.0,6714.0,2,1125,1,15,39,69,75,4.66,4.58,4.75,4.83,4.89,4.61,4.48,1,1.25,3,1,8,4.18
3,1.0,1.0,0,432,1,1,0,2,1.0,1.0,1500.0,21,1125,1,0,15,45,134,4.43,4.86,4.5,4.71,4.79,4.5,4.57,1,0.28,0,0,6,3.95
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1399.0,30,1125,1,13,43,73,164,4.89,4.85,4.93,4.92,4.89,4.89,4.85,1,1.18,3,1,4,3.99
3,1.0,0.99,1,23,1,1,0,2,1.0,1.0,1543.0,1,60,1,10,35,65,155,4.91,4.88,4.87,4.89,4.84,4.68,4.85,1,1.46,3,0,4,4.17
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1491.0,30,1125,1,16,46,76,77,4.81,4.87,4.92,4.79,4.87,4.76,4.79,1,1.2,3,1,4,3.87
3,1.0,1.0,0,10,1,1,0,2,1.0,1.0,1212.0,28,1125,1,0,0,25,300,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.14,2,0,11,0.42
3,1.0,1.0,1,1,1,1,0,3,1.0,1.0,861.0,1,1125,1,11,38,68,159,4.9,4.9,4.88,4.9,4.99,4.77,4.88,0,1.98,3,0,4,4.22
3,1.0,1.0,0,3,1,1,0,4,2.0,2.0,2200.0,3,1125,1,2,23,53,328,4.66,4.6,4.49,4.69,4.69,4.37,4.37,1,0.71,3,1,4,3.97
3,1.0,0.99,0,10,1,1,2,2,1.0,1.0,860.0,10,1125,1,6,18,48,323,4.77,4.79,4.78,4.78,4.88,4.63,4.82,1,2.16,3,1,8,4.12
3,1.0,1.0,1,21,1,1,0,4,2.0,3.0,4540.0,1,60,1,0,0,0,0,4.96,4.98,4.94,4.95,4.95,4.8,4.92,1,3.4,3,1,9,4.2
3,0.75,1.0,0,6,1,1,0,2,1.0,1.0,900.0,31,31,1,30,60,90,365,4.81,4.91,4.91,4.91,4.94,4.72,4.81,1,0.62,0,1,5,0.45
2,0.96,0.93,0,26,1,1,2,2,1.0,1.0,370.0,14,90,1,21,51,81,82,5.0,4.67,4.67,5.0,5.0,5.0,5.0,0,0.38,1,1,8,0.47
1,1.0,1.0,0,4,1,1,2,2,1.0,2.0,700.0,1,1125,1,0,23,53,328,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.12,1,1,5,0.44
3,1.0,0.99,0,10,1,1,2,2,1.0,1.0,850.0,15,1125,1,2,11,41,316,4.74,4.83,4.77,4.74,4.75,4.69,4.81,1,2.23,3,1,8,4.22
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1453.0,30,1125,1,17,47,77,168,4.85,4.85,4.85,4.9,4.93,4.79,4.83,0,1.37,3,1,4,4.05
3,1.0,0.99,0,10,1,1,2,2,1.0,2.0,777.0,12,1125,1,6,20,50,325,4.59,4.74,4.67,4.7,4.8,4.57,4.7,1,2.0,3,1,8,4.16
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1499.0,30,1125,1,16,46,76,77,4.95,4.91,4.94,4.99,5.0,4.84,4.95,1,1.8,3,1,4,4.15
3,1.0,1.0,0,90,1,1,0,6,2.0,2.0,4200.0,2,1125,1,17,47,77,168,4.91,4.91,4.86,4.91,4.94,4.89,4.74,0,0.68,3,1,6,0.96
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,811.0,28,180,1,30,56,86,361,4.93,4.86,4.93,4.75,4.82,4.61,4.89,1,0.54,0,1,5,3.92
3,0.67,0.75,0,3,1,1,2,2,1.0,1.0,3181.0,1,365,1,0,0,0,0,4.61,4.52,4.85,4.82,4.85,4.91,4.7,1,0.64,0,1,8,3.71
3,1.0,1.0,1,22,1,1,0,3,1.0,2.0,2200.0,3,1125,1,1,1,1,1,4.88,4.91,4.91,4.91,4.95,4.77,4.82,1,1.09,3,1,13,4.01
3,0.94,0.97,0,21,1,1,0,4,1.0,3.0,970.0,10,30,1,2,3,33,124,4.61,4.68,4.65,4.74,4.58,4.52,4.68,1,0.62,0,1,8,3.98
3,1.0,1.0,1,29,1,1,0,2,1.0,1.0,969.0,2,1125,1,4,25,55,330,4.65,4.75,4.7,4.8,4.7,4.7,4.6,1,0.4,0,0,6,4.04
3,1.0,1.0,1,5,1,1,0,2,1.0,1.0,800.0,5,1125,1,20,50,80,171,4.83,4.83,4.67,5.0,5.0,4.5,4.83,0,0.12,2,1,8,3.27
3,1.0,0.97,0,15,1,1,0,3,1.0,2.0,1605.0,1,90,1,23,53,83,358,4.7,4.8,4.63,4.9,4.9,4.77,4.63,0,0.59,0,0,6,2.92
3,1.0,1.0,1,24,1,1,0,4,1.0,4.0,2543.0,1,1125,1,5,16,31,296,4.81,4.85,4.83,4.95,4.98,4.85,4.76,0,2.96,3,1,4,4.09
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2119.0,3,180,1,28,58,88,363,4.58,4.53,4.7,4.66,4.77,4.62,4.55,1,1.03,3,1,5,4.19
3,1.0,1.0,1,8,1,1,0,10,4.0,4.0,6000.0,2,30,1,0,14,20,273,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.06,1,1,9,0.05
3,1.0,0.95,1,4,1,1,2,2,1.0,1.0,714.0,8,180,1,5,23,53,325,4.93,4.96,4.96,4.93,4.96,4.46,4.93,0,0.55,0,1,9,4.08
3,1.0,1.0,0,6,1,1,2,2,1.0,1.0,1050.0,1,365,1,30,60,90,365,4.86,4.86,4.86,4.43,4.86,4.43,4.43,1,0.15,2,1,8,3.93
3,1.0,1.0,0,7,1,1,0,2,1.0,2.0,971.0,28,180,1,4,34,64,339,4.5,4.62,4.45,4.38,4.73,4.57,4.67,0,1.61,3,1,5,3.68
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1453.0,30,1125,1,17,47,77,78,4.93,4.97,4.94,4.94,4.99,4.92,4.89,1,1.39,3,1,4,3.95
3,1.0,1.0,1,18,1,1,0,2,1.0,2.0,2505.0,30,1125,1,0,1,1,264,4.85,4.95,4.9,4.95,4.9,4.95,4.9,1,0.4,0,1,12,3.48
3,1.0,0.95,0,25,1,1,0,2,1.0,1.0,990.0,1,60,1,14,44,73,163,4.83,4.83,4.75,4.83,5.0,4.67,4.75,1,0.24,0,0,5,4.08
3,1.0,0.83,0,25,1,1,0,4,1.0,1.0,1500.0,30,1125,1,23,53,83,174,5.0,4.5,4.5,5.0,4.5,4.5,5.0,0,0.04,1,0,5,0.22
2,0.9,0.99,1,19,1,1,2,2,1.0,1.0,1028.0,1,1125,1,0,24,54,329,4.87,4.87,4.93,4.87,5.0,4.27,4.8,1,0.3,0,1,4,3.78
3,1.0,1.0,0,9,1,1,0,3,1.0,2.0,1557.0,2,1125,1,5,18,20,110,4.82,4.93,4.65,4.96,4.95,4.71,4.82,1,1.1,3,1,7,4.08
3,1.0,1.0,0,9,1,1,0,5,2.0,2.0,2421.0,1,1125,1,19,49,79,354,4.74,4.68,4.58,4.84,4.74,4.84,4.53,1,0.38,0,1,4,3.84
3,1.0,1.0,1,2,1,1,0,5,1.0,4.0,2109.0,2,1125,1,6,17,40,131,4.92,4.88,4.85,4.9,4.99,4.51,4.89,0,1.72,3,1,5,4.14
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,3686.0,2,180,1,26,56,86,361,4.64,4.64,4.44,4.48,4.6,4.64,4.68,1,0.5,0,1,5,3.93
3,1.0,1.0,1,1,1,1,0,2,1.0,1.0,3395.0,25,180,1,5,6,23,114,4.93,4.97,4.93,4.9,4.93,4.83,4.86,0,0.57,0,1,7,4.09
3,1.0,1.0,1,21,1,1,0,8,4.0,6.0,15059.0,1,1125,1,6,15,28,195,4.91,4.87,4.98,4.89,4.91,4.75,4.89,1,1.12,3,1,9,3.97
3,1.0,0.99,0,5,1,1,2,2,1.0,1.0,904.0,1,1125,1,30,60,90,365,4.47,4.58,4.58,4.69,4.83,4.47,4.47,1,0.7,3,1,4,4.15
3,0.96,0.9,0,21,1,1,0,2,1.0,2.0,888.0,1,60,1,25,54,82,357,4.58,4.42,4.5,4.58,4.88,4.73,4.69,0,0.53,0,1,5,3.9
3,0.98,1.0,0,33,1,1,1,2,1.0,1.0,800.0,1,1125,1,0,16,40,288,4.71,5.0,4.71,5.0,5.0,5.0,4.86,1,0.14,2,1,5,0.38
3,0.98,1.0,0,33,1,1,2,1,1.0,1.0,650.0,1,1125,1,0,21,51,326,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1,0.02,1,1,5,0.0
3,1.0,1.0,0,3,1,1,0,2,1.0,2.0,5000.0,30,1125,1,30,60,90,91,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,0.04,1,0,7,0.12
3,1.0,0.96,0,68,1,1,0,3,1.0,1.0,659.0,28,365,1,4,24,53,328,4.81,4.81,4.94,4.83,4.72,4.5,4.67,0,0.71,3,1,8,4.1
1,1.0,0.0,0,5,1,1,2,2,1.0,1.0,1800.0,1,1125,1,26,56,86,361,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.06,1,1,7,0.17
2,1.0,1.0,0,7,1,1,0,2,1.0,1.0,1900.0,30,365,1,23,53,83,174,4.36,4.55,4.36,4.73,4.64,4.0,4.36,1,0.22,0,1,8,3.38
3,1.0,1.0,1,14,1,1,0,8,3.0,3.0,8714.0,2,365,1,9,27,54,329,4.78,4.78,4.79,4.87,4.86,4.73,4.67,0,1.55,3,1,8,4.11
3,1.0,0.99,0,5,1,1,2,4,1.0,2.0,1487.0,1,1125,1,28,58,88,363,4.75,4.92,4.92,4.58,4.67,4.42,4.91,1,0.23,0,1,4,4.13
3,1.0,1.0,1,1,1,1,0,2,1.0,1.0,1036.0,28,1125,1,5,6,6,43,5.0,5.0,4.94,4.94,5.0,4.67,5.0,0,0.36,0,1,5,4.08
3,1.0,1.0,1,4,1,1,0,4,2.0,3.0,1871.0,3,1125,1,7,23,44,131,4.85,4.79,4.88,4.92,4.91,4.86,4.88,0,2.2,3,1,6,4.14
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1522.0,30,1125,1,17,47,77,78,4.87,4.9,4.9,4.83,4.94,4.88,4.9,1,1.03,3,1,4,4.01
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2649.0,3,180,1,28,58,88,363,4.65,4.7,4.95,4.75,4.8,4.5,4.7,1,0.39,0,1,5,4.04
3,1.0,1.0,0,1,1,1,0,2,1.0,1.0,843.0,60,365,1,2,2,25,300,4.69,4.92,4.62,4.92,4.92,4.85,4.69,1,0.25,0,1,11,3.23
3,1.0,0.99,1,203,1,1,0,2,1.0,1.0,1817.0,5,1125,1,9,36,66,156,4.86,4.71,4.71,5.0,4.79,4.79,4.64,1,0.3,0,1,8,3.51
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1453.0,30,1125,1,17,47,77,168,4.89,4.91,4.77,4.95,4.98,4.8,4.84,1,0.86,3,1,4,3.81
3,1.0,1.0,1,5,1,1,0,6,2.0,3.0,3619.0,3,1125,1,0,0,0,0,4.93,4.94,4.93,4.96,4.94,4.91,4.94,0,1.82,3,1,5,4.15
3,0.95,1.0,0,8,1,1,0,10,3.0,4.0,1943.0,1,1125,1,6,20,42,289,4.5,4.53,4.21,4.58,4.66,4.27,4.65,1,2.27,3,1,7,4.11
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1453.0,30,1125,1,23,53,83,174,4.89,4.87,4.89,4.92,4.98,4.81,4.84,1,1.29,3,1,4,3.84
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1453.0,30,1125,1,16,46,76,167,4.87,4.91,4.87,4.96,4.96,4.83,4.78,1,0.46,0,1,4,3.81
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1522.0,30,1125,1,16,46,76,167,4.93,5.0,4.98,4.78,4.93,4.98,4.93,1,0.8,3,1,4,3.73
3,1.0,1.0,0,3,1,1,2,2,1.0,1.0,1150.0,1,1125,1,21,50,80,355,4.71,4.57,4.71,4.71,4.71,4.86,4.71,1,0.15,2,1,8,3.8
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,3686.0,2,180,1,26,56,86,361,4.43,4.5,4.57,4.14,4.79,4.36,4.57,1,0.28,0,1,5,3.87
3,1.0,1.0,0,4,1,1,2,2,1.0,1.0,900.0,1,365,1,29,59,89,364,4.0,4.29,3.71,4.71,4.14,4.0,4.0,1,0.14,2,1,4,4.06
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,875.0,28,180,1,28,58,88,363,5.0,5.0,5.0,5.0,5.0,4.8,5.0,1,0.1,2,1,5,0.16
3,1.0,1.0,1,8,1,1,2,3,1.0,1.0,1186.0,1,365,1,15,40,46,122,4.96,4.97,4.95,4.88,4.98,4.81,4.98,1,1.8,3,1,9,4.05
3,1.0,1.0,0,41,1,1,0,3,1.0,2.0,950.0,2,1125,1,15,37,67,342,4.65,4.75,4.71,4.73,4.67,4.54,4.74,1,0.99,3,1,6,3.83
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2537.0,1,180,1,27,57,87,362,4.67,4.74,4.67,4.79,4.82,4.75,4.64,1,3.21,3,1,5,4.16
3,1.0,1.0,0,4,1,1,2,2,1.0,1.0,750.0,1,365,1,30,60,90,365,4.0,4.27,4.0,4.64,4.45,4.64,4.18,1,0.23,0,1,4,3.84
3,1.0,1.0,0,6,1,1,2,2,1.0,1.0,1050.0,1,360,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.07,1,1,8,0.0
3,1.0,1.0,0,4,1,1,2,2,1.0,2.0,750.0,1,365,1,30,60,90,365,4.5,4.47,4.35,4.59,4.56,4.5,4.59,1,0.7,0,1,4,3.96
2,1.0,1.0,0,6,1,1,2,4,1.0,4.0,1200.0,1,1125,1,0,23,53,328,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.02,1,1,4,0.0
3,1.0,0.99,0,5,1,1,2,3,1.0,3.0,1464.0,1,1125,1,27,55,85,360,4.65,4.79,4.81,4.81,4.67,4.71,4.73,1,0.94,3,1,4,3.95
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,3686.0,2,180,1,26,56,86,361,4.69,4.71,4.74,4.64,4.79,4.71,4.76,1,0.82,3,1,5,4.1
3,1.0,0.99,0,5,1,1,2,2,1.0,1.0,964.0,1,1125,1,27,57,87,362,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.16,1,1,4,0.97
3,1.0,1.0,0,262,1,1,0,2,1.0,1.0,2606.0,1,180,1,27,57,87,362,4.67,4.78,4.67,4.82,4.69,4.88,4.59,1,0.96,3,0,8,3.85
3,1.0,1.0,0,6,1,1,0,4,2.0,4.0,3143.0,1,1125,1,18,47,77,168,4.66,4.6,4.46,4.83,4.86,4.57,4.44,0,1.4,3,0,10,4.05
3,1.0,0.83,0,25,1,1,0,4,1.0,2.0,950.0,28,1125,1,5,35,65,156,5.0,4.0,5.0,5.0,5.0,4.0,4.0,0,0.02,1,0,5,0.0
3,1.0,0.83,0,25,1,1,0,6,2.0,3.0,4300.0,30,1125,1,23,53,83,173,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.02,1,0,5,0.0
3,1.0,1.0,0,17,1,1,0,4,1.0,4.0,790.0,1,1125,1,1,25,55,142,4.57,4.7,4.74,4.7,4.83,4.7,4.74,1,0.47,0,1,8,3.93
0,0.14,0.0,0,55,1,1,2,2,1.0,1.0,2400.0,1,1125,1,27,57,87,362,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0,0.02,1,1,4,0.0
2,1.0,1.0,0,20,1,1,0,2,1.0,1.0,700.0,365,1125,1,29,59,89,364,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.04,1,0,5,0.01
0,0.14,0.0,0,55,1,1,2,2,1.0,1.0,2400.0,1,1125,1,27,57,87,362,4.0,5.0,5.0,5.0,5.0,4.0,3.0,0,0.02,1,1,4,0.0
3,1.0,1.0,0,12,1,1,2,2,1.0,1.0,1447.0,90,1125,1,23,53,83,358,4.56,4.56,4.78,4.78,4.56,4.67,4.56,1,0.18,2,1,6,0.64
3,1.0,1.0,0,12,1,1,0,2,1.0,1.0,1447.0,90,1125,1,23,53,83,358,4.9,4.5,4.9,4.8,4.9,4.5,4.8,1,0.2,2,1,6,3.2
3,0.99,0.99,0,77,1,1,0,4,1.0,2.0,2343.0,1,365,1,24,54,84,359,4.29,4.38,4.57,4.41,4.41,4.4,4.4,1,1.24,3,1,9,4.11
3,0.76,0.61,0,13,1,1,0,1,1.0,2.0,1057.0,1,1125,1,26,56,86,361,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0.08,2,1,5,0.07
3,1.0,1.0,1,13,1,1,0,2,1.0,1.0,690.0,28,180,1,0,2,32,122,4.95,4.9,4.95,4.93,4.98,4.8,4.98,0,0.79,3,1,8,3.86
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,4131.0,1,1125,1,25,55,85,360,4.59,4.64,4.7,4.74,4.79,4.73,4.67,1,1.77,3,1,5,4.15
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2119.0,3,180,1,28,58,88,363,4.61,4.67,4.74,4.72,4.8,4.65,4.52,1,0.9,3,1,5,3.95
3,1.0,0.81,0,45,1,1,0,3,1.0,1.0,1290.0,1,1125,1,0,0,0,268,4.47,4.53,4.32,4.89,4.74,4.47,4.37,1,0.38,0,1,6,3.17
3,1.0,0.81,0,45,1,1,0,4,1.0,2.0,1390.0,1,1125,1,22,48,78,353,4.24,4.38,4.24,4.57,4.48,4.31,4.52,1,0.83,3,1,6,3.5
3,1.0,0.83,0,25,1,1,0,4,1.0,1.0,1500.0,30,1125,1,12,42,72,162,4.75,4.25,4.75,4.75,5.0,4.0,4.75,0,0.08,2,0,5,0.15
3,1.0,0.83,0,25,1,1,0,6,2.0,4.0,2800.0,30,1125,1,23,53,83,173,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.04,1,0,5,0.09
3,1.0,1.0,1,9,1,1,0,3,1.0,1.0,650.0,25,1125,1,1,30,60,335,4.67,4.67,4.33,4.87,5.0,4.33,4.4,0,0.32,0,1,6,3.77
2,1.0,0.99,1,2,1,1,0,2,1.0,1.0,876.0,1,1125,1,4,12,25,91,4.95,4.95,4.94,4.97,4.98,4.69,4.94,0,3.92,3,1,8,4.04
3,0.89,1.0,0,11,1,1,2,2,1.0,1.0,678.0,1,1125,1,0,0,24,299,4.9,5.0,5.0,4.95,5.0,4.57,5.0,1,0.42,0,0,4,0.33
3,1.0,1.0,0,5,1,1,0,3,1.0,1.0,1286.0,2,1125,1,17,47,77,167,4.11,4.33,4.11,4.44,4.33,4.78,4.44,0,0.18,2,1,6,3.73
3,1.0,1.0,1,5,1,1,0,4,3.0,3.0,3664.0,3,1125,1,8,20,42,42,4.81,4.81,4.77,4.85,4.81,4.88,4.73,1,3.88,0,1,4,0.54
3,1.0,1.0,0,74,1,1,0,11,1.0,5.0,1186.0,1,1125,1,5,30,60,334,4.7,4.76,4.72,4.89,4.82,4.73,4.74,1,1.92,3,1,12,4.05
3,1.0,1.0,0,14,1,1,0,2,1.0,1.0,745.0,28,730,1,0,29,59,334,3.75,4.0,4.5,3.75,4.0,4.0,4.0,0,0.08,2,0,4,0.3
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2119.0,3,180,1,28,58,88,363,4.73,4.66,4.78,4.66,4.88,4.71,4.66,1,0.81,3,1,5,4.0
3,1.0,1.0,0,444,1,1,0,4,1.0,2.0,3686.0,2,180,1,26,56,86,361,4.65,4.65,4.65,4.6,4.73,4.65,4.6,1,0.79,3,1,5,4.02
3,1.0,1.0,0,262,1,1,0,4,2.0,2.0,1295.0,28,180,1,17,44,74,349,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.06,1,0,8,0.29
3,1.0,1.0,0,262,1,1,0,2,1.0,1.0,875.0,28,180,1,28,58,88,363,4.83,4.94,4.89,4.72,4.94,4.67,4.94,1,0.36,0,0,8,0.83
1,0.9,0.91,1,1,1,1,0,4,1.0,2.0,1314.0,2,1125,1,3,17,42,110,4.81,4.78,4.88,4.72,4.81,4.66,4.75,0,0.65,0,1,8,4.02
