host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,popularity,host_is_local,host_years,review_years_range
3,0.83,0.93,0,9,1,1,2,2,1.0,1.0,2900.0,1,1125,1,22,52,82,357,4.06,4.25,4.63,4.63,4.38,4.56,4.0,0,0.14,0,1,9,8.99
3,1.0,0.99,0,17,1,1,2,2,1.0,1.0,1290.0,2,1125,1,0,0,0,0,4.93,4.93,4.93,4.79,5.0,4.79,4.86,1,0.79,0,1,10,1.21
1,0.6,0.85,0,29,1,1,2,1,1.0,1.0,1350.0,2,365,1,26,56,86,361,4.35,4.4,4.55,4.46,4.2,4.68,4.32,1,0.37,3,1,10,8.84
2,0.98,0.98,0,106,1,1,2,4,2.0,3.0,3871.0,30,365,1,9,39,69,344,4.57,4.43,4.71,4.29,4.57,4.43,4.86,0,0.07,2,0,10,8.31
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,1570.0,30,365,1,0,0,0,228,4.25,4.63,4.38,4.75,4.25,4.5,4.0,0,0.08,2,0,10,8.14
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,1520.0,30,365,1,0,0,0,229,4.33,4.83,4.33,4.5,4.67,4.0,4.5,0,0.06,2,0,10,7.95
0,0.5,0.52,0,2,1,1,0,2,1.0,1.0,1000.0,1,1125,1,7,22,52,273,4.67,4.79,4.67,4.87,4.9,4.61,4.61,0,0.34,3,1,10,8.91
3,1.0,0.99,0,12,1,1,0,3,1.0,2.0,1150.0,30,1124,1,0,23,53,328,4.59,4.78,4.41,4.83,4.82,4.75,4.63,0,0.68,3,1,10,8.04
3,1.0,1.0,1,5,1,1,0,12,3.0,7.0,3337.0,1,1125,1,13,37,67,247,4.77,4.85,4.8,4.9,4.88,4.52,4.8,1,3.06,3,1,10,8.48
3,1.0,0.86,0,2,1,1,0,2,1.0,1.0,1905.0,3,1125,1,11,41,71,346,4.91,4.94,4.94,4.97,4.97,4.69,4.8,0,0.31,3,1,13,8.95
3,1.0,0.97,1,19,1,1,0,2,1.0,1.0,2251.0,1,1125,1,16,46,76,166,4.77,4.82,4.91,4.95,4.91,4.59,4.64,1,0.19,0,1,9,9.3
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,1830.0,30,365,1,19,49,79,354,4.67,4.67,4.67,4.67,4.67,4.33,4.67,0,0.03,1,0,10,3.43
3,1.0,0.91,1,3,1,1,0,3,1.0,2.0,2079.0,3,1125,1,4,10,29,266,4.88,4.96,4.81,4.96,4.99,4.8,4.85,0,2.03,3,1,10,9.63
2,0.98,0.98,0,106,1,1,2,2,1.0,1.0,2850.0,30,365,1,10,40,70,345,4.67,4.67,4.67,4.67,4.33,4.33,5.0,0,0.03,1,0,10,3.89
2,1.0,0.86,0,9,1,1,3,16,3.0,1.0,396.0,1,1125,1,29,59,89,364,4.28,4.59,4.34,4.59,4.66,4.59,4.28,1,0.28,0,1,9,8.64
3,1.0,0.98,0,18,1,1,0,2,1.0,1.0,600.0,120,1125,1,0,0,0,268,4.48,4.64,4.56,4.76,4.77,4.63,4.54,1,0.67,3,1,12,9.74
1,0.5,0.0,0,3,1,1,0,2,2.0,1.0,934.0,30,180,1,0,0,0,239,4.8,4.9,4.86,4.9,4.9,4.76,4.69,0,0.25,0,1,13,8.4
2,0.98,0.98,0,106,1,1,2,2,1.0,1.0,1944.0,30,365,1,6,6,6,184,4.45,4.91,4.82,4.55,4.55,4.27,4.36,0,0.09,0,0,10,8.5
1,0.6,0.85,0,29,1,1,2,2,1.0,1.0,1347.0,2,365,1,21,51,81,356,4.13,4.31,4.44,4.41,4.18,4.56,4.36,1,0.34,3,1,10,7.93
2,0.98,0.98,0,106,1,1,2,2,1.0,1.0,2850.0,30,365,1,8,8,8,263,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0,0.01,1,0,10,0.0
2,0.98,0.98,0,106,1,1,2,2,1.0,1.0,2850.0,30,365,1,10,40,70,345,4.0,4.5,5.0,4.0,4.5,4.0,3.5,0,0.02,1,0,10,2.83
2,1.0,0.33,0,3,1,1,0,4,2.0,2.0,2436.0,6,1125,1,14,44,74,349,4.22,4.57,4.14,4.48,4.73,4.12,4.31,0,0.49,3,0,10,8.98
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,2000.0,30,365,1,5,5,5,276,4.4,4.6,5.0,4.0,4.2,4.4,4.6,0,0.04,2,0,10,9.03
3,0.95,0.67,0,8,1,1,2,3,1.0,1.0,2500.0,1,1125,1,30,60,90,365,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0,0.01,1,1,10,0.0
0,0.0,0.4,0,8,1,1,0,5,2.0,3.0,2078.0,2,1125,1,24,54,84,359,4.4,4.2,4.1,4.7,4.4,4.2,4.7,0,0.13,2,0,9,5.35
2,1.0,0.95,0,18,1,1,0,2,1.0,1.0,1306.0,28,1125,1,4,34,64,339,3.5,4.0,4.0,4.33,4.33,3.33,4.0,0,0.04,2,1,10,8.62
2,1.0,0.84,1,30,1,1,0,2,1.0,1.0,950.0,7,1125,1,1,4,6,246,5.0,5.0,5.0,5.0,4.97,4.67,5.0,0,0.28,0,1,10,8.86
2,1.0,0.84,1,30,1,1,0,2,1.0,1.0,950.0,7,1125,1,0,7,11,251,4.81,4.84,4.74,4.86,4.93,4.3,4.77,0,0.37,3,1,10,9.51
0,0.0,0.0,0,1,1,1,0,2,1.0,1.0,1385.0,3,365,1,28,58,88,363,4.33,4.33,4.0,4.5,4.5,4.83,4.17,0,0.05,2,1,10,0.75
3,1.0,0.93,0,5,1,1,0,3,2.0,2.0,1717.0,30,1125,1,8,38,68,343,4.69,4.84,4.86,4.86,4.78,4.52,4.7,0,0.5,3,0,12,5.5
3,0.95,0.67,0,8,1,1,2,2,1.0,1.0,1325.0,7,1125,1,20,50,80,355,4.32,4.47,4.08,4.6,4.54,4.66,4.32,0,0.92,3,1,10,5.35
3,0.95,0.67,0,8,1,1,2,2,1.0,1.0,1325.0,1,1125,1,22,52,82,357,4.47,4.5,3.93,4.71,4.71,4.86,4.5,0,0.13,0,1,10,9.38
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,899.0,1,1125,1,23,53,83,83,4.45,4.59,4.61,4.81,4.7,4.46,4.43,1,0.48,3,0,11,5.52
1,0.6,0.85,0,29,1,1,0,2,1.0,1.0,1700.0,2,365,1,24,54,84,359,4.54,4.85,4.77,4.62,4.23,4.77,4.31,0,0.12,0,1,10,2.22
2,0.93,0.97,1,17,1,1,0,2,1.0,1.0,1212.0,10,1125,1,30,60,90,365,4.9,5.0,5.0,4.3,4.5,4.4,4.8,0,0.09,2,1,11,3.01
2,1.0,0.95,0,18,1,1,0,2,1.0,1.0,999.0,10,600,1,0,20,50,325,4.14,4.29,4.5,4.79,4.71,3.5,4.21,0,0.13,0,1,10,8.56
3,1.0,1.0,1,1,1,1,0,4,2.0,2.0,5195.0,4,1125,1,5,17,17,220,4.98,4.97,4.96,4.97,4.99,4.95,4.89,1,1.03,3,0,10,9.36
2,1.0,1.0,0,3,1,1,0,2,1.0,2.0,698.0,6,300,1,0,4,34,309,4.28,4.6,4.52,4.84,4.48,4.8,4.56,0,0.33,0,1,10,5.67
3,1.0,1.0,1,2,1,1,0,2,1.0,1.0,2149.0,5,180,1,7,26,49,221,4.88,4.9,4.84,4.86,4.92,4.89,4.81,0,1.01,3,1,12,9.7
3,0.92,0.71,0,119,1,1,0,8,3.0,4.0,39999.0,2,100,1,30,60,66,334,4.88,4.92,4.96,4.92,4.72,4.6,4.84,0,0.21,0,1,10,8.51
3,1.0,0.94,1,4,1,1,0,1,1.0,1.0,963.0,5,1125,1,6,6,36,311,4.73,4.8,4.62,4.73,4.84,4.63,4.72,0,0.91,3,1,10,9.49
2,0.67,0.5,0,9,1,1,2,2,1.0,1.0,1986.0,1,1125,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.02,1,1,10,0.0
2,0.67,0.5,0,9,1,1,2,2,1.0,1.0,1050.0,1,1125,1,23,53,83,358,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1,0.01,1,1,10,0.0
3,1.0,1.0,0,6,1,1,0,4,1.0,2.0,1054.0,28,180,1,0,0,20,287,4.95,4.75,4.85,4.8,4.95,4.4,4.85,1,0.23,0,1,10,3.19
3,1.0,0.71,1,4,1,1,0,2,1.0,1.0,1020.0,29,1125,1,0,0,22,297,4.75,4.92,4.75,4.92,5.0,4.58,4.33,0,0.1,0,1,12,9.1
3,1.0,1.0,1,83,1,1,0,3,1.0,1.0,370.0,1,999,1,20,50,80,355,4.76,4.76,4.64,4.82,4.84,4.56,4.62,1,0.39,3,0,11,9.26
3,1.0,1.0,1,27,1,1,0,2,1.0,1.0,800.0,1,1125,1,1,2,13,279,4.79,4.81,4.76,4.85,4.91,4.67,4.81,1,2.45,3,1,10,9.6
1,0.75,0.5,0,1,1,1,0,4,2.0,3.0,1908.0,2,1125,1,12,42,72,162,5.0,4.83,4.83,5.0,5.0,4.83,4.83,0,0.05,2,1,10,8.64
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,750.0,100,365,1,30,60,90,365,4.31,4.58,4.48,4.53,4.64,4.15,4.35,1,0.98,3,0,11,5.68
2,0.93,0.97,1,17,1,1,0,2,1.0,1.0,1023.0,28,365,1,23,53,83,358,4.29,4.29,4.29,4.71,5.0,3.86,4.29,0,0.08,2,1,11,6.72
3,1.0,0.96,1,1,1,1,0,5,1.0,3.0,1504.0,2,28,1,11,41,71,346,4.71,4.76,4.64,4.77,4.83,4.45,4.68,0,1.51,3,0,10,9.88
3,1.0,0.98,0,18,1,1,0,4,1.0,2.0,600.0,45,1125,1,27,53,82,357,4.76,4.76,4.84,4.84,4.89,4.14,4.65,1,0.32,3,1,12,8.95
3,1.0,1.0,0,10,1,1,0,3,1.0,1.0,1143.0,360,1125,1,29,59,89,89,4.57,4.77,4.83,4.93,4.9,4.53,4.57,0,0.26,0,1,10,4.53
1,1.0,0.67,0,2,1,1,0,2,1.0,1.0,3052.0,5,35,1,0,1,9,189,4.84,4.84,4.79,4.84,4.95,4.89,4.74,0,0.19,0,0,12,7.41
3,1.0,0.99,0,12,1,1,0,5,1.0,3.0,993.0,3,3000,1,7,19,49,49,4.8,4.86,4.59,4.82,4.87,4.8,4.82,1,1.18,3,1,10,8.68
3,1.0,1.0,1,1,1,1,0,2,1.0,2.0,1519.0,23,1125,1,14,14,38,127,4.86,4.94,4.8,5.0,4.95,4.97,4.77,0,0.58,3,1,10,8.33
3,1.0,1.0,0,74,1,1,0,1,1.0,1.0,900.0,1,365,1,13,36,66,341,4.68,4.79,4.64,4.91,4.92,4.73,4.75,1,1.84,3,1,12,9.8
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,900.0,1,1125,1,30,60,90,365,4.4,4.6,4.8,4.8,4.8,3.6,4.6,0,0.05,2,1,9,8.11
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,660.0,1,1125,1,3,3,32,307,4.69,4.84,4.76,4.88,4.88,4.64,4.81,1,1.43,3,1,12,9.67
3,1.0,1.0,1,14,1,1,0,6,3.0,4.0,10732.0,1,1125,1,23,51,81,356,4.78,4.82,4.76,4.89,4.88,4.65,4.74,1,3.9,3,0,9,9.36
2,1.0,1.0,0,4,1,1,0,2,1.0,1.0,600.0,28,1125,1,7,16,46,321,4.81,4.92,4.65,4.96,4.85,4.85,4.65,0,0.29,0,0,10,6.55
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,1004.0,5,1125,1,21,51,81,356,4.67,5.0,5.0,4.67,5.0,4.67,4.67,0,0.32,1,1,9,0.48
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,700.0,30,365,1,0,0,0,270,4.5,4.58,4.42,4.5,4.67,4.5,4.83,0,0.11,0,0,10,8.04
3,0.92,0.71,0,119,1,1,0,2,1.0,1.0,799.0,30,1125,1,11,41,71,346,4.61,4.75,4.44,4.77,4.75,4.54,4.64,0,0.92,3,1,10,9.05
3,1.0,0.9,0,3,1,1,0,2,1.0,1.0,2129.0,3,1125,1,8,8,30,262,4.86,4.89,4.76,4.86,4.88,4.95,4.8,0,1.18,3,1,12,9.65
2,1.0,1.0,1,2,1,1,0,3,1.0,2.0,1100.0,7,1125,1,1,1,1,238,4.47,4.71,4.81,4.84,4.9,4.35,4.68,0,0.63,3,0,9,8.57
3,1.0,1.0,0,8,1,1,0,3,1.0,1.0,1039.0,7,366,1,0,0,23,298,4.61,4.76,4.5,4.85,4.8,4.76,4.55,0,0.72,3,1,11,9.4
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,1300.0,300,365,1,0,24,54,329,4.64,4.82,4.64,4.9,4.82,4.7,4.8,0,0.1,0,0,11,2.75
1,0.6,0.85,0,29,1,1,0,2,1.0,1.0,1650.0,2,365,1,14,44,74,349,4.09,4.35,4.22,4.61,4.3,4.48,3.96,1,0.19,0,1,10,5.78
3,1.0,1.0,0,52,1,1,0,4,1.0,2.0,1700.0,1,1125,1,26,56,86,361,4.55,4.67,4.77,4.67,4.75,4.36,4.54,1,2.05,3,0,11,9.59
3,1.0,1.0,1,83,1,1,2,2,1.0,1.0,390.0,1,1125,1,30,60,90,365,4.28,4.28,4.33,4.61,4.72,3.11,4.44,1,0.16,0,0,11,9.4
2,1.0,0.86,0,9,1,1,3,8,1.0,1.0,350.0,1,1125,1,26,56,86,361,4.67,4.67,5.0,4.67,4.67,4.67,4.33,1,0.03,1,1,9,8.12
2,0.98,0.98,0,106,1,1,2,2,1.0,1.0,693.0,30,365,1,16,46,76,351,4.38,4.2,4.5,4.25,4.13,4.13,4.06,0,0.14,0,0,10,8.88
3,1.0,0.98,0,18,1,1,0,2,1.0,1.0,1264.0,180,1125,1,2,32,62,98,4.74,4.76,4.73,4.76,4.81,4.64,4.64,1,0.23,0,1,12,8.24
3,1.0,0.85,1,1,1,1,0,4,2.0,2.0,6571.0,3,1125,1,13,37,67,342,4.95,4.95,4.86,4.93,4.98,4.95,4.89,0,0.5,3,1,10,9.07
3,0.99,0.89,1,57,1,1,2,3,1.0,2.0,2708.0,1,1125,1,11,32,62,337,4.67,4.8,4.87,4.85,4.8,4.82,4.66,1,0.55,3,0,9,8.44
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,1850.0,30,365,1,19,49,79,354,4.5,4.5,5.0,4.25,4.25,4.25,4.0,0,0.04,2,0,10,0.78
3,0.95,0.67,0,8,1,1,2,2,1.0,1.0,1325.0,30,1125,1,30,60,90,365,4.26,4.37,3.95,4.41,4.43,4.68,4.09,0,0.66,3,1,10,3.9
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,1830.0,30,365,1,9,19,49,324,4.86,4.57,4.86,4.86,4.57,4.43,4.43,0,0.06,2,0,10,8.69
3,1.0,1.0,1,2,1,1,0,3,1.0,1.0,888.0,21,1125,1,0,22,52,327,4.85,4.82,4.77,4.9,4.97,4.56,4.74,0,0.34,3,1,9,9.08
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,2050.0,30,365,1,14,44,74,349,3.67,4.67,5.0,3.67,3.67,4.0,3.67,0,0.03,1,0,10,6.91
2,0.98,0.98,0,106,1,1,2,4,2.0,3.0,3871.0,30,365,1,18,48,78,353,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0,0.06,1,0,10,0.0
3,1.0,1.0,0,1,1,1,0,2,1.0,1.0,1244.0,14,1125,1,20,50,80,80,4.76,4.9,4.65,4.92,4.92,4.63,4.67,0,0.46,3,1,9,8.55
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,660.0,1,1125,1,3,12,42,317,4.52,4.72,4.62,4.74,4.74,4.55,4.61,1,1.33,3,1,12,9.68
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,950.0,1,1125,1,29,59,89,364,4.68,4.76,4.79,4.82,4.79,4.0,4.61,0,0.35,3,1,9,7.99
3,0.99,0.89,1,57,1,1,2,4,1.0,3.0,3892.0,1,1125,1,22,52,82,357,4.5,4.5,5.0,5.0,5.0,5.0,5.0,0,0.02,1,0,9,1.54
3,1.0,1.0,1,14,1,1,0,3,1.0,2.0,3240.0,1,1125,1,17,32,62,333,4.85,4.93,4.92,4.92,4.94,4.77,4.85,1,1.3,3,0,9,7.9
3,1.0,1.0,1,14,1,1,0,6,3.0,4.0,20201.0,1,1125,1,14,36,64,332,4.78,4.86,4.83,4.91,4.87,4.74,4.73,0,1.58,3,0,9,9.03
3,1.0,1.0,0,1,1,1,0,3,1.0,1.0,2443.0,7,1125,1,23,25,25,169,4.8,5.0,4.73,4.87,5.0,4.8,4.73,0,0.13,0,1,10,8.97
3,1.0,1.0,1,14,1,1,0,12,6.0,9.0,25727.0,1,1125,1,15,30,60,316,4.72,4.77,4.7,4.86,4.88,4.67,4.68,0,1.95,3,0,9,9.28
1,1.0,1.0,0,1,1,1,0,3,1.0,1.0,1212.0,7,1125,1,0,0,0,78,4.89,4.89,4.84,5.0,5.0,4.84,4.84,0,0.18,0,1,9,7.94
3,0.99,0.89,1,57,1,1,1,3,1.0,3.0,3324.0,1,1125,1,6,19,46,313,5.0,5.0,4.9,4.9,4.8,4.9,4.8,1,0.09,2,0,9,8.05
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,750.0,1,1125,1,1,24,54,301,4.58,4.83,4.76,4.86,4.86,4.66,4.71,1,1.17,3,1,12,9.76
3,1.0,1.0,1,8,1,1,2,8,0.0,8.0,2000.0,1,1125,1,30,60,90,90,4.65,4.83,4.83,4.78,4.83,4.0,4.7,1,0.2,0,1,10,3.8
3,0.92,0.71,0,119,1,1,0,6,3.0,4.0,39999.0,2,100,1,30,60,66,334,4.58,4.57,4.78,4.76,4.35,4.14,4.48,0,0.21,0,1,10,8.23
3,1.0,1.0,0,2,1,1,0,2,1.0,2.0,920.0,10,1125,1,23,53,83,358,4.5,4.44,4.19,4.81,4.88,4.63,4.25,0,0.25,0,1,9,5.0
3,1.0,1.0,1,55,1,1,2,2,1.0,1.0,650.0,1,1125,1,23,44,74,349,4.6,4.8,4.68,4.88,4.92,4.21,4.63,1,0.24,0,1,9,7.55
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,8000.0,1,1125,1,30,60,90,365,4.14,4.43,4.29,4.69,4.93,4.38,4.08,0,0.13,0,1,9,3.06
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,950.0,1,1125,1,29,59,89,364,4.57,4.77,4.71,4.92,4.93,3.62,4.54,0,0.13,0,1,9,8.18
3,1.0,1.0,0,36,1,1,0,2,1.0,1.0,2404.0,1,1125,1,1,12,18,18,4.38,4.19,4.44,4.67,4.44,4.4,4.27,1,0.15,0,1,9,4.39
3,1.0,1.0,0,36,1,1,0,4,2.0,2.0,2749.0,1,1125,1,0,0,0,72,4.59,4.71,4.73,4.76,4.73,4.39,4.56,1,1.69,3,1,9,8.85
1,0.5,0.0,0,1,1,1,2,3,1.0,2.0,1500.0,30,1125,1,22,27,57,332,4.91,4.87,4.91,5.0,4.96,4.74,4.87,0,0.21,0,1,9,8.21
3,1.0,0.92,1,5,1,1,0,2,1.0,1.0,1500.0,7,90,1,25,55,85,85,4.83,4.86,4.82,4.92,4.78,4.77,4.84,0,0.77,3,1,10,9.34
1,1.0,0.0,0,1,1,1,0,3,1.0,1.0,1200.0,3,31,1,0,24,54,329,4.88,4.88,4.88,4.88,4.75,4.54,4.75,0,0.21,0,1,9,1.16
0,0.0,0.0,0,2,1,1,0,2,1.0,1.0,799.0,7,1125,1,7,37,67,342,4.71,4.84,4.73,4.92,4.89,4.66,4.66,0,0.35,3,1,9,4.54
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,950.0,1,1125,1,29,59,89,364,4.33,4.67,5.0,4.67,4.67,4.0,4.67,0,0.03,1,1,9,1.94
3,1.0,1.0,0,42,1,1,2,3,1.0,1.0,890.0,1,1125,1,15,45,75,350,5.0,5.0,5.0,4.6,5.0,4.7,5.0,0,0.12,0,1,10,6.74
1,1.0,0.0,0,1,1,1,0,3,1.0,2.0,999.0,3,1125,1,0,0,0,259,4.83,4.91,4.6,5.0,4.97,4.62,4.89,0,0.33,3,1,9,4.59
3,1.0,1.0,0,16,1,1,2,2,1.0,2.0,890.0,1,1125,1,29,59,89,364,4.63,4.88,4.75,5.0,4.88,4.13,4.5,0,0.07,2,1,9,3.85
3,1.0,1.0,0,16,1,1,2,2,1.0,2.0,900.0,1,1125,1,29,59,89,364,4.67,4.78,4.56,4.56,4.89,3.89,4.78,0,0.08,2,1,9,3.9
2,1.0,1.0,0,1,1,1,2,2,1.0,1.0,2000.0,7,1125,1,24,54,84,359,4.62,4.71,4.81,4.62,4.55,4.85,4.67,0,0.19,0,1,9,8.85
3,1.0,0.79,1,14,1,1,3,4,2.0,4.0,450.0,1,1125,1,19,49,79,354,4.79,4.82,4.85,4.94,4.91,4.79,4.85,0,0.32,0,1,10,8.34
3,1.0,1.0,1,26,1,1,0,16,5.0,11.0,6500.0,2,1125,1,4,4,24,281,4.87,4.8,4.87,5.0,5.0,4.73,4.93,0,0.21,0,1,12,1.59
3,1.0,0.98,1,7,1,1,0,2,1.0,1.0,1099.0,30,1124,1,3,20,50,325,4.82,4.88,4.94,4.94,4.94,4.76,4.65,1,0.34,0,1,9,7.98
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,650.0,1,1125,1,15,45,75,350,4.55,4.7,4.62,4.79,4.78,4.65,4.55,1,1.09,3,1,12,9.06
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,870.0,1,1125,1,0,23,53,53,4.48,4.33,4.25,4.75,4.88,4.17,4.17,1,0.23,0,0,11,5.31
2,1.0,0.89,1,1,1,1,0,4,2.0,2.0,2000.0,30,1125,1,5,5,27,302,4.74,4.82,4.74,4.71,4.85,4.34,4.55,0,0.35,3,1,11,8.9
3,1.0,0.95,0,3,1,1,0,4,1.0,2.0,2936.0,3,1125,1,9,25,46,186,4.61,4.53,4.6,4.83,4.74,4.5,4.5,0,0.54,3,1,9,8.59
3,1.0,1.0,1,9,1,1,0,2,1.0,1.0,2036.0,5,1125,1,19,49,79,354,4.71,4.88,4.67,4.83,4.83,4.92,4.54,0,0.24,0,1,9,8.23
3,1.0,1.0,1,55,1,1,2,3,1.0,2.0,630.0,1,1125,1,23,44,74,349,4.89,4.87,4.91,4.98,4.96,4.49,4.82,1,0.52,3,1,9,6.71
2,0.9,0.97,0,6,1,1,0,3,1.0,1.0,800.0,60,1125,1,3,21,51,326,4.91,4.96,4.43,4.74,4.83,4.74,4.74,1,0.26,0,1,10,6.47
3,1.0,1.0,0,11,1,1,0,3,1.0,2.0,1143.0,1,1125,1,15,38,68,343,4.84,4.88,4.81,4.9,4.95,4.75,4.85,1,2.51,3,1,10,8.33
3,1.0,1.0,0,1,1,1,0,3,1.0,1.0,1824.0,3,1124,1,2,28,58,333,4.68,4.74,4.79,4.82,4.78,4.84,4.71,0,0.34,3,1,10,9.02
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,660.0,1,1125,1,5,20,50,325,4.63,4.8,4.68,4.79,4.88,4.66,4.74,1,1.03,3,1,12,8.96
3,1.0,1.0,0,11,1,1,0,3,1.0,1.0,1200.0,1,1125,1,4,32,62,337,4.8,4.86,4.79,4.9,4.9,4.69,4.83,1,2.17,3,1,10,9.11
1,1.0,0.0,0,3,1,1,0,4,1.0,1.0,1500.0,2,30,1,0,23,53,328,4.79,4.77,4.86,5.0,4.71,4.85,4.69,0,0.14,0,1,9,3.5
3,1.0,1.0,1,55,1,1,2,2,1.0,2.0,599.0,1,1125,1,23,44,74,164,4.93,4.57,4.64,4.93,4.93,4.21,4.71,1,0.14,0,1,9,7.19
3,1.0,1.0,1,4,1,1,0,2,1.0,1.0,650.0,15,1125,1,6,6,7,280,4.8,4.88,4.85,4.88,4.82,4.46,4.89,0,1.19,3,0,10,9.29
3,1.0,1.0,1,1,1,1,0,2,1.0,1.0,1090.0,1,1125,1,25,55,85,360,4.92,4.91,4.95,4.93,4.94,4.68,4.9,1,7.75,3,1,9,8.32
3,1.0,1.0,0,11,1,1,0,2,1.0,1.0,1450.0,1,1125,1,7,37,67,331,4.84,4.9,4.9,4.92,4.92,4.74,4.8,1,1.07,3,1,10,8.06
3,1.0,1.0,0,11,1,1,0,2,1.0,1.0,960.0,1,1125,1,28,58,88,363,4.75,4.85,4.73,4.9,4.92,4.76,4.7,1,1.38,3,1,10,6.69
2,1.0,0.82,0,25,1,1,0,2,1.0,1.0,430.0,2,1125,1,27,55,85,85,4.57,4.82,4.62,4.77,4.82,4.49,4.69,0,0.61,3,1,9,8.23
3,1.0,0.98,1,7,1,1,0,2,1.0,1.0,985.0,30,730,1,1,1,14,289,4.74,4.85,4.9,4.88,4.96,4.67,4.75,1,0.64,3,1,9,8.8
0,0.0,0.0,0,4,1,1,2,2,1.0,1.0,600.0,2,60,1,28,58,88,178,4.77,4.88,4.76,4.96,4.96,4.76,4.76,0,0.26,0,1,10,1.17
1,0.75,1.0,0,24,1,1,2,2,1.0,1.0,830.0,2,1125,1,0,23,53,53,4.0,4.33,4.83,5.0,4.67,4.67,4.17,1,0.06,2,1,11,7.49
2,1.0,0.84,0,16,1,1,0,4,1.0,2.0,2086.0,21,1125,1,0,21,51,326,4.67,5.0,4.83,5.0,5.0,4.83,4.83,0,0.05,2,1,9,8.82
3,1.0,0.92,1,15,1,1,0,2,1.0,1.0,800.0,1,1125,1,14,14,31,306,4.39,4.57,4.33,4.56,4.76,4.61,4.43,1,1.06,3,1,9,8.96
3,0.83,0.93,0,9,1,1,2,2,1.0,2.0,2900.0,1,1125,1,28,58,88,363,4.5,5.0,4.0,5.0,5.0,5.0,4.0,0,0.02,1,1,9,6.74
2,1.0,0.93,1,2,1,1,0,6,2.0,3.0,1150.0,21,1125,1,0,4,34,190,4.69,4.82,4.73,4.81,4.87,4.69,4.75,0,1.61,3,1,9,8.84
3,1.0,1.0,0,16,1,1,2,2,1.0,1.0,8000.0,1,1125,1,30,60,90,365,4.47,4.56,4.69,4.56,4.77,3.92,4.53,0,0.33,3,1,9,8.06
1,0.75,1.0,0,24,1,1,2,2,1.0,1.0,850.0,2,365,1,1,24,54,329,4.75,4.5,4.63,4.63,4.63,4.38,4.5,0,0.07,2,1,11,3.09
1,0.75,1.0,0,24,1,1,2,2,1.0,1.0,643.0,2,1125,1,1,24,54,55,4.75,4.25,4.75,4.75,5.0,4.5,4.75,1,0.04,2,1,11,1.14
2,1.0,0.33,0,3,1,1,0,4,2.0,2.0,2438.0,6,1125,1,24,54,84,359,4.21,4.38,4.18,4.72,4.66,4.28,4.28,0,0.33,0,0,10,4.33
3,1.0,0.98,0,18,1,1,0,2,1.0,1.0,990.0,80,1125,1,2,32,62,337,4.43,4.47,4.2,4.73,4.63,4.1,4.2,1,0.28,0,1,12,8.59
3,1.0,0.95,1,3,1,1,0,2,1.0,2.0,1438.0,5,90,1,0,0,0,0,4.84,4.88,4.8,4.87,4.96,4.69,4.87,0,0.93,3,1,9,9.17
3,1.0,0.95,1,3,1,1,0,2,1.0,2.0,1470.0,5,120,1,0,0,4,75,4.89,4.88,4.76,4.91,4.96,4.72,4.84,0,0.96,3,1,9,8.75
2,1.0,0.82,0,25,1,1,0,2,1.0,1.0,490.0,4,1125,1,11,20,45,45,4.56,4.72,4.7,4.79,4.86,4.46,4.61,0,1.49,3,1,9,9.2
